title,country,mbfc_page,bias_raw,Factual,Ideology,url
Stars and Stripes,USA,center,leastbiased06,High,C,https://www.stripes.com/
Statesman Journal,USA,center,leastbiased03,High,C,http://www.statesmanjournal.com/
Statesville Record & Landmark,USA,center,leastbiased03,High,C,https://www.statesville.com
Statista,Germany,center,leastbiased05,High,C,https://www.statista.com
Stimson Center,USA,center,leastbiased03,High,C,https://www.stimson.org/
StrategyPage,,center,leastbiased08,High,C,https://www.strategypage.com
Stratfor,,center,leastbiased03,High,C,https://www.stratfor.com/
Taipei Times,,center,leastbiased02,High,C,http://www.taipeitimes.com/
TechStartups,USA,center,leastbiased08,MostlyFactual,C,https://techstartups.com/
Task and Purpose,USA,center,leastbiased02,High,C,https://taskandpurpose.com/
Telegram & Gazette,USA,center,leastbiased06,High,C,https://www.telegram.com
Texas Standard,,center,leastbiased04,High,C,http://www.texasstandard.org/
That’s Nonsense,,center,leastbiased05,High,C,http://www.thatsnonsense.com/
The Auburn Citizen,USA,center,leastbiased03,High,C,http://auburnpub.com/
The Australian Financial Review,Australia,center,leastbiased08,High,C,https://www.afr.com/
Battlefords News Optimist,Canada,center,leastbiased04,High,C,https://www.newsoptimist.ca/
The Balance,USA,center,leastbiased02,High,C,https://www.thebalance.com
The Canadian Press,,center,leastbiased02,High,C,http://www.thecanadianpress.com/
The Bureau of Investigative Journalism,,center,leastbiased02,High,C,https://www.thebureauinvestigates.com/
The Chronicle of Higher Education,,center,leastbiased04,,C,http://www.chronicle.com/
The Cipher Brief,,center,leastbiased07,,C,https://www.thecipherbrief.com/
The Conversation,Australia,center,leastbiased02,Veryhigh,C,https://theconversation.com/us
The Daily Chronicle,USA,center,leastbiased03,,C,https://www.daily-chronicle.com
The Daily Centrist,USA,center,leastbiased10,,C,https://thedailycentrist.com
The Daily Northwestern,USA,center,leastbiased02,,C,https://dailynorthwestern.com
The Daily Progress,,center,leastbiased04,,C,http://www.dailyprogress.com
The Daily News (Longview),,center,leastbiased01,,C,https://tdn.com
The Daily Gazette,USA,center,leastbiased02,,C,https://dailygazette.com
The Day (New London),,center,leastbiased03,,C,http://www.theday.com
The Diplomat Magazine,Japan,center,leastbiased04,High,C,https://thediplomat.com
The Defcon Warning System,,center,leastbiased07,,C,https://www.defconwarningsystem.com
The Economist,UK,center,leastbiased07,High,C,https://www.economist.com/
The Fake News Codex,,center,leastbiased05,,C,http://www.fakenewscodex.com/
The Herald Journal (Utah),,center,leastbiased06,,C,https://news.hjnews.com/
The Herald News (Massachusetts),USA,center,leastbiased03,,C,https://www.heraldnews.com
The Flip Side,USA,center,leastbiased05,,C,https://www.theflipside.io/
The Herald Sun (Durham North Carolina),USA,center,leastbiased01,,C,https://www.heraldsun.com
The Herald Dispatch,USA,center,leastbiased03,,C,http://www.herald-dispatch.com
The Hill,USA,center,leastbiased07,MostlyFactual,C,https://thehill.com/
The Humanist Magazine,,center,leastbiased01,,C,https://thehumanist.com/
The Jordan Times,,center,leastbiased02,,C,http://www.jordantimes.com/
The Jamestown Foundation,,center,leastbiased10,High,C,https://jamestown.org/
Journal Standard,USA,center,leastbiased06,High,C,https://www.journalstandard.com
The Macon Telegraph,USA,center,leastbiased03,,C,https://www.macon.com
The Meme Policeman,,center,leastbiased08,,C,http://memepoliceman.com/
The Marshall Project,,center,leastbiased03,,C,https://www.themarshallproject.org/#.qjbbuljBK
The Morning Call,,center,leastbiased03,,C,http://www.mcall.com
The Modesto Bee,USA,center,leastbiased03,,C,https://www.modbee.com/
The Monitor (Texas),USA,center,leastbiased02,,C,https://www.themonitor.com
The Moderated Media,USA,center,leastbiased06,,C,https://www.themoderatedmedia.com
The Nevada Independent,USA,center,leastbiased02,,C,https://thenevadaindependent.com
The News (Mexico City),Mexico,center,leastbiased03,MostlyFactual,C,https://www.thenews.mx/
The News International,,center,leastbiased02,,C,https://www.thenews.com.pk/
The News Literacy Project,,center,leastbiased05,,C,http://www.thenewsliteracyproject.org/
The Observatory,,center,leastbiased03,,C,https://observatory.journalism.wisc.edu/
The Outlook (Monmouth University),USA,center,leastbiased02,High,C,http://outlook.monmouth.edu/
The Pantagraph,,center,leastbiased03,,C,http://www.pantagraph.com/
The Phnom Penh Post,,center,leastbiased04,,C,http://www.phnompenhpost.com/
The Post Star,,center,leastbiased07,,C,http://poststar.com
The Post and Courier,,center,leastbiased08,,C,http://www.postandcourier.com/
The Register UK,,center,leastbiased03,,C,http://www.theregister.co.uk/
The Post Standard (Syracuse),USA,center,leastbiased04,,C,https://www.syracuse.com
The Republic (Indiana),USA,center,leastbiased03,,C,http://www.therepublic.com
The Record (Stockton),USA,center,,High,C,https://www.recordnet.com/
The Republican (Masslive.com),USA,center,leastbiased03,,C,https://www.masslive.com
The Scotsman,,center,leastbiased03,,C,http://www.scotsman.com
The Sentinel (Pennsylvania),,center,leastbiased03,,C,http://cumberlink.com
The Star Democrat,,center,leastbiased02,,C,http://www.stardem.com
The Sociable,,center,leastbiased03,,C,https://sociable.co/
The Strategy Bridge,,center,leastbiased08,,C,https://thestrategybridge.org
The Southern Illinoisan,,center,leastbiased08,,C,http://thesouthern.com
The Tennessean,USA,center,leastbiased08,High,C,https://www.tennessean.com/
The Times and Democrat,,center,,,C,http://thetandd.com
The Times (Illinois),,center,leastbiased06,,C,http://www.mywebtimes.com
The TruthSetter,,center,leastbiased07,,C,https://truthsetter.com
The Vindicator,USA,center,leastbiased07,,C,https://www.vindy.com/
The Waterloo Cedar Falls Courier,,center,leastbiased03,,C,http://wcfcourier.com
The Town Talk,USA,center,leastbiased06,,C,https://www.thetowntalk.com
TheJournal.ie,,center,leastbiased02,,C,http://www.thejournal.ie/
The Whim,,center,leastbiased04,,C,http://www.thewhim.com/
ZDF (Zweites Deutsches Fernsehen),,center,leastbiased01,,C,https://www.zdf.de/
ThoughtCo,USA,center,leastbiased05,Veryhigh,C,https://www.thoughtco.com
Third Way,USA,center,leastbiased09,MostlyFactual,C,https://www.thirdway.org/
Times News (Idaho),,center,leastbiased03,,C,http://magicvalley.com/
Times of San Diego,,center,leastbiased02,,C,http://timesofsandiego.com/
Today I Found Out,,center,leastbiased05,,C,http://www.todayifoundout.com/
Transpartisan Review,,center,leastbiased03,,C,http://www.transpartisanreview.com/
Transparency International,Germany,center,leastbiased05,Veryhigh,C,https://www.transparency.org/
Traverse City Record Eagle,USA,center,leastbiased01,,C,https://www.record-eagle.com
Truth Be Told,,center,leastbiased03,,C,http://truthbetold.news/
Tribune News Service,,center,leastbiased03,,C,https://tribunecontentagency.com/tribune-news-service/
Tri City Herald,USA,center,leastbiased04,High,C,https://www.tri-cityherald.com/
Tut.by,Belarus,center,leastbiased03,MostlyFactual,C,https://www.tut.by/
TruthOrFiction.com,,center,leastbiased05,,C,https://www.truthorfiction.com/
TVW Washington State,,center,leastbiased05,,C,http://www.tvw.org/
United Press International (UPI),USA,center,leastbiased09,,C,https://www.upi.com
Undark,,center,leastbiased03,,C,https://undark.org
USA Spending,USA,center,leastbiased05,Veryhigh,C,https://www.usaspending.gov/
United States House of Representatives (House.gov),,center,leastbiased05,,C,https://www.house.gov/
Utah Standard Examiner,,center,leastbiased07,,C,http://www.standard.net/
USA Facts,,center,leastbiased05,Veryhigh,C,http://www.usafacts.org/
Vera Files,,center,leastbiased03,,C,http://verafiles.org
Viral Thread,UK,center,leastbiased02,,C,http://www.viralthread.com/
Vocativ,,center,leastbiased02,,C,http://www.vocativ.com/
Voice of America,USA,center,leastbiased03,High,C,https://www.voanews.com
Voice of San Diego,,center,leastbiased01,,C,http://www.voiceofsandiego.org/
Vos Iz Neias,,center,leastbiased03,,C,https://www.vosizneias.com
Vote Smart,USA,center,leastbiased05,High,C,https://justfacts.votesmart.org/
Waco Tribune Herald,USA,center,leastbiased04,,C,https://www.wacotrib.com
Washington Journal,,center,leastbiased03,,C,https://www.c-span.org/WJ
War on the Rocks,,center,leastbiased01,,C,http://warontherocks.com/
WCAX3,USA,center,leastbiased03,High,C,https://www.wcax.com/
Washington’s Top News (WTOP),USA,center,leastbiased04,,C,https://wtop.com
We Are The Mighty,,center,leastbiased09,,C,http://www.wearethemighty.com/
WikiNews,,center,leastbiased04,,C,https://en.wikinews.org/wiki/Main_Page
WFMZ,USA,center,leastbiased03,High,C,https://www.wfmz.com/
Winona Daily News,,center,leastbiased03,,C,http://www.winonadailynews.com
WikiTribune,,center,leastbiased04,,C,https://www.wikitribune.com
Wikipedia,USA,center,leastbiased05,MostlyFactual,C,https://www.wikipedia.org/
Winston Salem Journal,USA,center,leastbiased01,,C,http://www.journalnow.com/
WOFL Fox 35 Orlando,USA,center,leastbiased04,High,C,https://www.fox35orlando.com/
WION (World is One News),India,center,leastbiased08,MostlyFactual,C,https://www.wionews.com/
Wisconsin State Journal,,center,leastbiased04,,C,http://host.madison.com/wsj/
World News,USA,center,leastbiased07,MostlyFactual,C,https://wn.com/
World Economic Forum,,center,leastbiased02,,C,https://www.weforum.org/
World Politics Review,USA,center,leftcenter06,High,LC,https://www.worldpoliticsreview.com/
Worldometers,USA,center,leastbiased05,High,C,https://www.worldometers.info/
World Population Review,USA,center,leastbiased05,MostlyFactual,C,http://worldpopulationreview.com/
World Press Review,,center,leastbiased04,,C,http://worldpress.org/
World Resources Institute (WRI),,center,leastbiased03,,C,http://www.wri.org/
WRAL,,center,leastbiased03,,C,http://www.wral.com/
WSAZ News Channel,USA,center,leastbiased03,High,C,https://www.wsaz.com/
WTAE Pittsburgh’s Action News 4,USA,center,leastbiased02,High,C,https://www.wtae.com/
WTVF – NewsChannel5,USA,center,leastbiased03,High,C,https://www.newschannel5.com/
WVEC – 13NewsNow,USA,center,leastbiased03,High,C,https://www.13newsnow.com/
WUSA9.com,USA,center,leastbiased03,High,C,https://www.wusa9.com/
WTXF TV Fox 29,USA,center,leastbiased04,High,C,https://www.fox29.com/
ZDNet,USA,center,leastbiased03,High,C,https://www.zdnet.com/
WXIA – 11Alive.com,USA,center,leastbiased03,High,C,https://www.12newsnow.com/
7News,Australia,right-center,rightcenter05,Mixed,RC,https://7news.com.au/
71 Republic,USA,right-center,rightcenter03,High,RC,https://71republic.com/
9 News (Australia),,right-center,rightcenter12,High,RC,http://www.9news.com.au/
ABC (Spain),Spain,right-center,rightcenter03,High,RC,www.abc.es
Advocates for Self Government,USA,right-center,rightcenter02,MostlyFactual,RC,https://www.theadvocates.org/
Against Crony Capitialism,USA,right-center,rightcenter01,High,RC,https://www.ac2news.com
AL.com (Alabama News),USA,right-center,rightcenter05,High,RC,https://www.al.com/
Ahram Online,Egypt,right-center,rightcenter07,High,RC,http://english.ahram.org.eg/
Albuquerque Journal,USA,right-center,rightcenter10,High,RC,https://www.abqjournal.com/
Aleteia,France,right-center,rightcenter01,Mixed,RC,https://aleteia.org
American Action Forum,USA,right-center,rightcenter03,MostlyFactual,RC,https://www.americanactionforum.org/
American Affairs Journal,USA,right-center,rightcenter07,High,RC,https://americanaffairsjournal.org
American Firearms Institute,,right-center,rightcenter05,High,RC,http://www.americanfirearms.org
American Institute for Economic Research,USA,right-center,rightcenter06,High,RC,https://aier.org
Americas Quarterly,,right-center,rightcenter08,High,RC,http://www.americasquarterly.org/
American Council on Science and Health,USA,right-center,rightcenter09,High,RC,https://www.acsh.org
Angus Reid Institute,Canada,right-center,rightcenter05,High,RC,http://angusreid.org
ArcaMax,USA,right-center,rightcenter04,MostlyFactual,RC,https://www.arcamax.com/
Anti War,USA,right-center,rightcenter02,MostlyFactual,RC,https://www.antiwar.com
Argus Leader,USA,right-center,rightcenter07,High,RC,https://www.argusleader.com
Arkansas Democrat Gazette,USA,right-center,rightcenter06,High,RC,https://www.arkansasonline.com/
Arutz Sheva (Israel National News),,right-center,rightcenter03,High,RC,http://www.israelnationalnews.com/
Asharq Al Awsat,UK,right-center,rightcenter02,Mixed,RC,https://aawsat.com/english/
Atlantic Council,USA,right-center,rightcenter07,High,RC,https://www.atlanticcouncil.org
Asian News International (ANI),India,right-center,rightcenter07,Mixed,RC,https://www.aninews.in
Barron’s,USA,right-center,rightcenter09,High,RC,https://www.barrons.com
Bild,Germany,right-center,rightcenter05,Mixed,RC,https://www.bild.de/
Being Libertarian,USA,right-center,rightcenter01,MostlyFactual,RC,https://beinglibertarian.com/
Berlingske,Denmark,right-center,rightcenter04,MostlyFactual,RC,https://www.berlingske.dk/
Billings Gazette,USA,right-center,rightcenter11,High,RC,https://billingsgazette.com/
Boston Herald,USA,right-center,rightcenter09,High,RC,https://www.bostonherald.com/
Breakthrough Institute,,right-center,rightcenter10,High,RC,https://thebreakthrough.org
Bipartisan Policy Center,USA,right-center,rightcenter11,MostlyFactual,RC,https://bipartisanpolicy.org
B.T. Denmark,Denmark,right-center,rightcenter05,MostlyFactual,RC,https://www.bt.dk/
Buenos Aires Times,Argentina,right-center,rightcenter10,High,RC,http://www.batimes.com.ar
Breaking Defense,,right-center,rightcenter05,High,RC,http://breakingdefense.com/
BusinessLIVE,South Africa,right-center,rightcenter03,Mixed,RC,https://www.businesslive.co.za
Calgary Herald,Canada,right-center,rightcenter08,High,RC,https://calgaryherald.com
Canadian Taxpayers Federation,,right-center,rightcenter03,High,RC,https://www.taxpayer.com/
Canadian Jewish News (CJN),,right-center,rightcenter08,High,RC,https://www.cjnews.com/
Campaign for Liberty,,right-center,rightcenter01,Mixed,RC,http://campaignforliberty.org/
California Globe,USA,right-center,rightcenter05,Mixed,RC,https://californiaglobe.com/
California Political Review,,right-center,rightcenter04,High,RC,http://www.capoliticalreview.com/
Capitalism Magazine,USA/Bahamas,right-center,rightcenter05,High,RC,https://www.capitalismmagazine.com/
Cato Institute,USA,right-center,rightcenter01,High,RC,https://www.cato.org/
CCN.com,Norway,right-center,rightcenter04,High,RC,https://www.ccn.com
Check Your Fact,USA,right-center,rightcenter09,High,RC,https://checkyourfact.com/
Center for the National Interest,USA,right-center,rightcenter06,High,RC,http://cftni.org/
Chicago Tribune,USA,right-center,rightcenter09,High,RC,https://www.chicagotribune.com/
Christianity Today,USA,right-center,rightcenter11,High,RC,https://www.christianitytoday.com/
Cincinnati Enquirer,USA,right-center,leastbiased02,High,C,https://www.cincinnati.com/
Committee for a Responsible Federal Budget,USA,right-center,rightcenter12,Veryhigh,RC,http://crfb.org/
Columbus Dispatch,USA,right-center,rightcenter06,High,RC,https://www.dispatch.com/
Columbia Daily Herald,,right-center,rightcenter09,High,RC,https://www.columbiadailyherald.com/
Colorado Springs Gazette,USA,right-center,rightcenter07,High,RC,https://gazette.com/
Daily Press,USA,right-center,rightcenter11,High,RC,https://www.dailypress.com/
Daily Herald,USA,right-center,rightcenter10,High,RC,https://www.dailyherald.com/
DailyO,India,right-center,rightcenter03,Mixed,RC,https://www.dailyo.in
Deccan Chronicle,India,right-center,rightcenter04,MostlyFactual,RC,https://www.deccanchronicle.com/
de Volkskrant,,right-center,rightcenter09,High,RC,https://www.volkskrant.nl/
Dallas Morning News,USA,right-center,rightcenter06,High,RC,http://www.dallasnews.com/
Deseret News,USA,right-center,rightcenter02,High,RC,https://www.deseret.com
Desert Sun,USA,right-center,rightcenter12,High,RC,http://www.desertsun.com/
Detroit News,USA,right-center,rightcenter05,,RC,https://www.detroitnews.com/
Deutschland.de,Germany,right-center,rightcenter10,MostlyFactual,RC,https://www.deutschland.de/
Die Welt,Germany,right-center,rightcenter05,High,RC,https://www.welt.de/
Edmonton Examiner,Canada,right-center,rightcenter04,MostlyFactual,RC,https://www.edmontonexaminer.com/
Die Presse,Austria,right-center,rightcenter10,High,RC,https://www.diepresse.com/
Downsizing the Federal Government,,right-center,rightcenter03,High,RC,https://www.downsizinggovernment.org
Edmonton Journal,Canada,right-center,rightcenter09,High,RC,https://edmontonjournal.com
El Mundo,Spain,right-center,rightcenter11,MostlyFactual,RC,https://www.elmundo.es/
Edmonton Sun,,right-center,rightcenter03,,RC,http://www.edmontonsun.com/
Expressen,Sweden,right-center,rightcenter03,MostlyFactual,RC,https://www.expressen.se/
Ethnikos Kyrix,USA,right-center,rightcenter05,Mixed,RC,https://www.ekirikas.com/
Ethics and Public Policy Center (EPPC),USA,right-center,rightcenter03,High,RC,https://eppc.org/
FDD’s Long War Journal,USA,right-center,rightcenter05,High,RC,https://www.longwarjournal.org
Faith Family America,USA,right-center,rightcenter05,High,RC,http://www.faithfamilyamerica.com
Financial Express,India,right-center,rightcenter05,Mixed,RC,https://www.financialexpress.com/
Financial Post,Canada,right-center,rightcenter08,MostlyFactual,RC,https://business.financialpost.com/
Firearms News,USA,right-center,rightcenter01,High,RC,https://www.firearmsnews.com
First Post,India,right-center,,MostlyFactual,RC,https://www.firstpost.com/
FitsNews,USA,right-center,rightcenter05,MostlyFactual,RC,https://www.fitsnews.com/
Fitch Ratings,USA,right-center,rightcenter07,High,RC,https://www.fitchratings.com/
Forbes,USA,right-center,rightcenter04,MostlyFactual,RC,https://www.forbes.com
Foreign Policy Research Institute,USA,right-center,rightcenter03,MostlyFactual,RC,https://www.fpri.org/
Fort Bend Herald,,right-center,rightcenter05,High,RC,http://www.fbherald.com/
Foreign Policy Initiative,,right-center,rightcenter06,High,RC,http://www.foreignpolicyi.org/
Fort Worth Star Telegram,USA,right-center,rightcenter04,High,RC,https://www.star-telegram.com/
Fortnightly Review,,right-center,rightcenter03,High,RC,http://fortnightlyreview.co.uk/
Fortune Magazine,USA,right-center,rightcenter09,High,RC,http://fortune.com/
Foundation for Economic Education,USA,right-center,rightcenter04,Mixed,RC,https://fee.org/
Fraser Institute,Canada,right-center,rightcenter05,Mixed,RC,https://www.fraserinstitute.org/
Franklin Center for Government and Public Integrity,,right-center,rightcenter03,Mixed,RC,http://franklincenterhq.org/
Fox Business,USA,right-center,rightcenter03,MostlyFactual,RC,https://www.foxbusiness.com/
Freedom Alliance,USA,right-center,rightcenter11,High,RC,https://freedomalliance.org
Freedom House,USA,right-center,rightcenter08,High,RC,https://freedomhouse.org/
Göteborgs Posten,Sweden,right-center,rightcenter01,MostlyFactual,RC,https://www.gp.se/
Grand Rapids Press,USA,right-center,rightcenter03,High,RC,http://www.mlive.com/grand-rapids/#/0
Guns.com,USA,right-center,rightcenter08,High,RC,https://www.guns.com/
Greeley Tribune,USA,right-center,rightcenter08,High,RC,https://www.greeleytribune.com
Herald Sun,Australia,right-center,rightcenter08,MostlyFactual,RC,https://www.heraldsun.com.au/
Heterodox Academy,,right-center,rightcenter10,High,RC,https://heterodoxacademy.org
High Point Enterprise,USA,right-center,rightcenter08,High,RC,https://hpenews.com/
Honest Reporting,,right-center,rightcenter04,High,RC,https://honestreporting.com/
The Hindu Business Line,India,right-center,rightcenter11,Mixed,RC,http://www.thehindubusinessline.com/
Idaho State Journal,USA,right-center,rightcenter12,High,RC,https://www.idahostatejournal.com/
iefimerida.gr,Greece,right-center,rightcenter05,Mixed,RC,https://www.iefimerida.gr/
Human Progress,USA,right-center,rightcenter01,MostlyFactual,RC,http://humanprogress.org/
Il Giornale,Italy,right-center,rightcenter02,Mixed,RC,https://www.ilgiornale.it/
Hoover Institution,USA,right-center,rightcenter03,High,RC,https://www.hoover.org/
In Homeland Security,USA,right-center,rightcenter09,High,RC,https://inhomelandsecurity.com
India.com,India,right-center,rightcenter06,MostlyFactual,RC,https://www.india.com/
India Times,India,right-center,rightcenter11,Mixed,RC,https://www.indiatimes.com/
Inforum (The Forum of Fargo Moorhead),USA,right-center,rightcenter09,High,RC,https://www.inforum.com
India Today,India,right-center,rightcenter05,Mixed,RC,https://www.indiatoday.in/
InsideSources,USA,right-center,rightcenter06,MostlyFactual,RC,http://www.insidesources.com
Institute for Humane Studies,,right-center,rightcenter11,High,RC,https://theihs.org/
Irish Independent,Ireland,right-center,rightcenter07,MostlyFactual,RC,https://www.independent.ie/
Israel Hayom,,right-center,rightcenter05,High,RC,https://www.israelhayom.com/
ITV News,UK,right-center,rightcenter10,High,RC,https://www.itv.com/news
The Jerusalem Post,Israel,right-center,rightcenter10,MostlyFactual,RC,https://www.jpost.com/
Jewish Journal,USA,right-center,rightcenter10,High,RC,https://jewishjournal.com/
Jewish News Syndicate (JNS),USA,right-center,rightcenter05,High,RC,https://www.jns.org
Jewish Breaking News,Israel,right-center,rightcenter06,Mixed,RC,http://jewishbreakingnews.com
Just Facts,USA,right-center,rightcenter06,MostlyFactual,RC,https://www.justfacts.com/
Just Facts Daily,USA,right-center,right11,High,R,http://www.justfactsdaily.com/
KATU2,USA,right-center,rightcenter12,High,RC,https://katu.com/
Korea Herald,South Korea,right-center,rightcenter10,Mixed,RC,http://www.koreaherald.com/
KUTV Salt Lake City,USA,right-center,rightcenter08,High,RC,http://kutv.com/
Laredo Morning Times,USA,right-center,rightcenter10,High,RC,https://www.lmtonline.com
Learn Liberty,,right-center,rightcenter10,High,RC,http://www.learnliberty.org/
Las Vegas Review Journal,USA,right-center,rightcenter07,High,RC,http://www.reviewjournal.com/
Leicester Mercury,UK,right-center,rightcenter12,,RC,https://www.leicestermercury.co.uk/
Lexington Institute,USA,right-center,rightcenter09,High,RC,https://www.lexingtoninstitute.org/
ListVerse,UK,right-center,rightcenter07,MostlyFactual,RC,https://listverse.com/
Libertarianism.org,USA,right-center,rightcenter05,High,RC,https://www.libertarianism.org
London Broadcasting Company (LBC),UK,right-center,rightcenter01,Mixed,RC,https://www.lbc.co.uk/
London Evening Standard,UK,right-center,rightcenter03,High,RC,http://www.standard.co.uk/
London Free Press,Canada,right-center,rightcenter11,MostlyFactual,RC,https://lfpress.com
Los Angeles Daily News,USA,right-center,rightcenter12,High,RC,http://www.dailynews.com/
Lubbock Avalanche Journal,USA,right-center,rightcenter06,High,RC,https://www.lubbockonline.com/
Mackinac Center for Public Policy,USA,right-center,rightcenter02,MostlyFactual,RC,https://www.mackinac.org/
Lynx Media,,right-center,rightcenter11,Mixed,RC,https://lynx.media/
Malaysia Today,Malaysia,right-center,rightcenter04,Mixed,RC,https://www.malaysia-today.net/
The Manila Times,Philippines,right-center,rightcenter08,Mixed,RC,https://www.manilatimes.net
Marginal Revolution,USA,right-center,rightcenter09,High,RC,https://marginalrevolution.com/
MarketWatch,USA,right-center,rightcenter11,High,RC,https://www.marketwatch.com/
Mercatus Center,USA,right-center,rightcenter04,High,RC,https://www.mercatus.org
Montreal Gazette,Canada,right-center,rightcenter11,High,RC,https://montrealgazette.com/
MyNorthwest,,right-center,rightcenter06,High,RC,http://mynorthwest.com
National Interest,USA,right-center,rightcenter12,High,RC,https://nationalinterest.org/
National Affairs Magazine,USA,right-center,rightcenter09,High,RC,https://www.nationalaffairs.com
Metabunk,USA,right-center,Proscience,High,RC,https://www.metabunk.org/
National Post,Canada,right-center,rightcenter04,High,RC,https://nationalpost.com
(New York) Observer,USA,right-center,rightcenter03,High,RC,https://observer.com
Netherlands Radio and Television Association (NOS),Netherlands,right-center,rightcenter11,High,RC,https://nos.nl
News.com.au,Australia,right-center,rightcenter10,MostlyFactual,RC,https://www.news.com.au/
New York Post,USA,right-center,rightcenter01,Mixed,RC,https://nypost.com/
News Rescue,,right-center,rightcenter07,High,RC,http://newsrescue.com/
News Heist,,right-center,rightcenter01,Mixed,RC,http://newsheist.com/
Northwest Arkansas Democrat Gazette,USA,right-center,rightcenter12,High,RC,https://www.nwaonline.com/
News Gazette,USA,right-center,rightcenter10,High,RC,http://www.news-gazette.com/
Nikkei Asian Review,Japan,right-center,rightcenter04,High,RC,https://asia.nikkei.com
NHK (Nippon Hoso Kyokai),Japan,right-center,rightcenter11,High,RC,https://www2.nhk.or.jp/
NJ1015.com,USA,right-center,rightcenter03,High,RC,https://nj1015.com/
NTD TV (New Tang Dynasty),USA,right-center,rightcenter04,Mixed,RC,https://www.ntd.com
Odessa American,,right-center,rightcenter08,High,RC,http://www.oaoa.com
Open Doors,USA,right-center,rightcenter05,Mixed,RC,https://www.opendoorsusa.org
Ottawa Citizen,Canada,right-center,rightcenter08,High,RC,https://ottawacitizen.com
Ottawa Sun,Canada,right-center,rightcenter05,High,RC,https://ottawasun.com/
Oregonian,USA,right-center,rightcenter12,High,RC,https://www.oregonlive.com
Omaha World Herald,USA,right-center,rightcenter08,High,RC,https://www.omaha.com/
Pacific Research Institute,USA,right-center,rightcenter02,MostlyFactual,RC,https://www.pacificresearch.org/
Peninsula Daily News,,right-center,rightcenter09,High,RC,http://www.peninsuladailynews.com/
Politisite,USA,right-center,rightcenter06,High,RC,https://politisite.com/
Post Bulletin,USA,right-center,rightcenter12,High,RC,https://www.postbulletin.com/
Pittsburgh Tribune Review,USA,right-center,rightcenter09,High,RC,https://triblive.com/
PolicyEd,,right-center,rightcenter02,High,RC,https://www.policyed.org/
Pittsburgh Post Gazette,USA,right-center,rightcenter11,High,RC,http://www.post-gazette.com/
PunchingBag Post,,right-center,rightcenter03,High,RC,http://punchingbagpost.com/
R Street Institute,,right-center,rightcenter08,High,RC,http://www.rstreet.org/
RealClearDefense,USA,right-center,rightcenter07,MostlyFactual,RC,https://www.realcleardefense.com/
Real Clear Investigations,USA,right-center,rightcenter03,MostlyFactual,RC,https://www.realclearinvestigations.com/
Real Clear Policy,USA,right-center,rightcenter09,High,RC,https://www.realclearpolicy.com/
Real Clear Politics,USA,right-center,rightcenter06,MostlyFactual,RC,https://www.realclearpolitics.com
Rasmussen Reports,USA,right-center,rightcenter11,High,RC,http://www.rasmussenreports.com/
RealClearReligion,,right-center,rightcenter09,MostlyFactual,RC,https://www.realclearreligion.org
Reason,USA,right-center,rightcenter03,High,RC,https://reason.com/
Red River Valley News,,right-center,rightcenter09,High,RC,http://www.valleynewslive.com/
Remington Research Group,,right-center,rightcenter12,High,RC,https://remingtonresearchgroup.com
Regina Leader Post,Canada,right-center,rightcenter06,High,RC,https://leaderpost.com
Republic World,India,right-center,rightcenter06,Mixed,RC,http://www.republicworld.com/
Regulation Magazine,USA,right-center,rightcenter01,High,RC,http://www.cato.org/regulation/
Salem Radio Network News (SRN News),,right-center,rightcenter05,High,RC,http://www.srnnews.com/
Richmond Times Dispatch,USA,right-center,rightcenter07,High,RC,https://www.richmond.com/
San Bernardino Sun,USA,right-center,rightcenter09,High,RC,https://www.sbsun.com
Savannah Morning News,USA,right-center,rightcenter08,High,RC,https://www.savannahnow.com/
Scope Ratings,Germany,right-center,rightcenter06,MostlyFactual,RC,https://www.scoperatings.com/
Saskatoon StarPhoenix,Canada,right-center,rightcenter06,High,RC,https://thestarphoenix.com
SOFREP,,right-center,rightcenter07,High,RC,https://sofrep.com/
Tallahassee Democrat,,right-center,rightcenter11,High,RC,http://www.tallahassee.com/
Student Daily News,,right-center,rightcenter07,High,RC,https://www.studentnewsdaily.com/
Tharawat Magazine,,right-center,rightcenter09,High,RC,http://www.tharawat-magazine.com/#gs.a9CcWpc
The Algemeiner Journal,,right-center,rightcenter03,High,RC,https://www.algemeiner.com/
Tax Foundation,USA,right-center,rightcenter07,High,RC,http://taxfoundation.org/
The American Interest,USA,right-center,rightcenter07,High,RC,https://www.the-american-interest.com/
The American Conservative,USA,right-center,rightcenter01,High,RC,https://www.theamericanconservative.com
The Augusta Chronicle,,right-center,rightcenter01,High,RC,http://chronicle.augusta.com/
The Australian,Australia,right-center,rightcenter04,Mixed,RC,https://www.theaustralian.com.au/
The Bulwark,USA,right-center,rightcenter04,High,RC,https://thebulwark.com/
The Brunswick News,USA,right-center,rightcenter07,High,RC,https://thebrunswicknews.com/
The Citizen (South Africa),South Africa,right-center,rightcenter07,,RC,https://citizen.co.za
The Chronicle Herald,Canada,right-center,rightcenter07,,RC,http://thechronicleherald.ca/
The Courier Mail (Australia),Australia,right-center,rightcenter04,,RC,http://www.couriermail.com.au/
The Daily Citizen (Dalton),,right-center,rightcenter11,,RC,http://www.daltondailycitizen.com/
The Durango Herald,USA,right-center,rightcenter11,,RC,https://durangoherald.com
