title,country,mbfc_page,bias_raw,Factual,Ideology,url
Political Insider,USA,fake-news,extremeright05,Low,ER,https://thepoliticalinsider.com
Political Mayhem News,,fake-news,extremeright03,Low,ER,https://politicalmayhem.news
Political Flare,USA,fake-news,extremeleft04,Low,EL,https://www.politicalflare.com
PM Nightly News,Unknown,fake-news,extremeright06,Mixed,ER,http://pmnightlynews.com/
Political State,USA,fake-news,extremeleft04,Mixed,EL,https://politicalstate.org/
Politifact News,,fake-news,extremeright03,Low,ER,http://www.politifact.news/
PragerU,USA,fake-news,extremeright05,Low,ER,https://www.prageru.com
Press TV,Iran,fake-news,right02,Low,R,http://www.presstv.com/
Pravda Report,Russia,fake-news,right03,VeryLow,R,https://www.pravdareport.com/
Powdered Wig Society,USA,fake-news,extremeright02,Low,ER,http://powderedwigsociety.com/
Proto Thema,Greece,fake-news,right05,Mixed,R,http://en.protothema.gr/
Prntly,Unknown,fake-news,extremeright03,Low,ER,https://prntly.com/
Population Research Institute,USA,fake-news,extremeright03,Low,ER,https://www.pop.org/
Pro Trump News,Unknown,fake-news,extremeright03,Low,ER,https://protrumpnews.com/
Quillette,Australia,fake-news,right05,Mixed,R,https://quillette.com
Puppet String News,USA,fake-news,extremeright02,Low,ER,http://www.puppetstringnews.com/
Real Conservatives Unite,Unknown,fake-news,extremeright05,Low,ER,https://realconservativesunite.com
Red Ice TV,Sweden,fake-news,extremeright02,Low,ER,https://redice.tv/
Red Blue Divide,USA,fake-news,right01,Mixed,R,https://redbluedivide.com/
Raw Conservative Opinions,USA,fake-news,right01,Mixed,R,https://rawconservativeopinions.com/
Red State Watcher,Unknown,fake-news,extremeright05,Low,ER,http://redstatewatcher.com/
RedState,USA,fake-news,right01,Mixed,R,https://www.redstate.com
Reed Cooper News,USA,fake-news,extremeright03,Low,ER,https://www.reedcooper.net
Revolver.News,Unknown,fake-news,right02,Mixed,R,https://www.revolver.news/
Republican National Committee (RNC),USA,fake-news,right05,Mixed,R,https://www.gop.com/
Righter Way,Unknown,fake-news,,Low,,https://righterway.com/
Renew America,USA,fake-news,extremeright02,Low,ER,http://www.renewamerica.com
Right Wing News,USA,fake-news,extremeright04,Low,ER,https://rightwingnews.com/
Right Smarts,,fake-news,extremeright05,Mixed,ER,http://rightsmarts.com/
Rodong Sinmun (North Korea),North Korea,fake-news,extremeleft02,VeryLow,EL,http://www.rodong.rep.kp/en
Right Wing News (Rightwing.news),USA,fake-news,extremeright02,Low,ER,https://rightwing.news
Rudaw,Iraq,fake-news,leftcenter04,Mixed,LC,https://www.rudaw.net/english
RT News (RT.Com),Russia,fake-news,rightcenter01,VeryLow,RC,https://www.rt.com/news/
Right Wing Tribune,USA,fake-news,extremeright02,Low,ER,https://rightwingtribune.com/
Russia Insider,Russia,fake-news,extremeright04,Low,ER,https://russia-insider.com/
Russian News Agency TASS,Russia,fake-news,rightcenter08,Mixed,RC,https://tass.com/
Ruth Institute,,fake-news,extremeright06,Mixed,ER,http://www.ruthinstitute.org
Ruptly,Russia,fake-news,rightcenter06,Mixed,RC,https://ruptly.tv/
RushLimbaugh.com,USA,fake-news,extremeright06,VeryLow,ER,https://www.rushlimbaugh.com/
Santa Monica Observer,USA,fake-news,right04,Low,R,https://www.smobserved.com
Shafaq News,Iraq,fake-news,left10,Mixed,L,shafaaq.com
Sick Chirpse,UK,fake-news,,VeryLow,,https://www.sickchirpse.com/
South Africa Today,,fake-news,right03,Mixed,R,https://southafricatoday.net
Sohu.com,China,fake-news,leftcenter03,Mixed,LC,https://www.sohu.com/
Sputnik News,Russia,fake-news,right05,VeryLow,R,http://sputniknews.com/
SHTFplan.com,,fake-news,extremeright03,Mixed,ER,http://www.shtfplan.com/
Sons of 1776,USA,fake-news,extremeright04,Low,ER,https://sonsof1776.com/
Stares at the World,,fake-news,extremeright03,Low,ER,http://www.staresattheworld.com/
Steadfast and Loyal,,fake-news,extremeright02,Low,ER,https://steadfastandloyal.com/
State of the Nation,,fake-news,extremeright03,Low,ER,http://stateofthenation.co/
Stone Cold Truth,,fake-news,extremeright03,Low,ER,https://stonecoldtruth.com/
Stranger Than Fiction News,Unknown,fake-news,right03,Mixed,R,http://stfnreport.com/
Strategic Culture Foundation,Russia,fake-news,extremeright02,VeryLow,ER,https://www.strategic-culture.org
Subject Politics,,fake-news,extremeright02,Low,ER,https://subjectpolitics.com/
Summit News,USA,fake-news,extremeright03,Low,ER,https://summit.news
Swarajya,India,fake-news,right01,Low,R,https://swarajyamag.com/
SwampDrain.com,Unknown,fake-news,extremeright03,Low,ER,https://swampdrain.com
Syria News,,fake-news,,Low,,http://www.syrianews.cc/
Taki’s Magazine,,fake-news,extremeright04,Low,ER,http://takimag.com/
SurvivalBlog.com,USA,fake-news,extremeright05,Low,ER,https://survivalblog.com/
Tasnim News Agency,Iran,fake-news,right05,Mixed,R,https://www.tasnimnews.com/en
Tea Party Inc,,fake-news,extremeright04,Low,ER,https://www.teaparty.org/
Teddy Stick,,fake-news,extremeright05,Low,ER,https://teddystick.com/
The Angry Patriot,,fake-news,extremeright03,VeryLow,ER,http://www.angrypatriotmovement.com/
The American Mirror,USA,fake-news,extremeright03,Low,ER,http://theamericanmirror.com/
The African Exponent,Tanzania,fake-news,left5,Mixed,L,https://www.africanexponent.com
The Bearded Patriot,USA,fake-news,extremeright06,Low,ER,https://thebeardedpatriot.com/
Tea Party Patriots,USA,fake-news,right01,Mixed,R,http://www.teapartypatriots.org/
The Beltway Report,USA,fake-news,extremeright05,Mixed,ER,https://www.thebeltwayreport.com/
The Buffalo Chronicle,USA,fake-news,extremeright06,Mixed,ER,https://buffalochronicle.com
The Boston Tribune,,fake-news,right01,Low,R,http://thebostontribune.com/
The Conservative Brief,Unknown,fake-news,right01,,R,https://www.theconservativebrief.com
The Conservative Papers,USA,fake-news,right03,Mixed,R,https://conservativepapers.com/
The Daily Bell,USA,fake-news,right04,,R,http://www.thedailybell.com/
The Deplorables,,fake-news,extremeright01,,ER,http://lastdeplorables.com/
The Deplorable Society,,fake-news,extremeright03,,ER,https://thedeplorablesociety.com
The D.C. Clothesline,USA,fake-news,extremeright03,,ER,http://www.dcclothesline.com/
The Duran,Cyrpus,fake-news,extremeright06,Low,ER,https://theduran.com/
The Federalist Papers Project,USA,fake-news,extremeright03,,ER,http://thefederalistpapers.org/
The Federation for American Immigration Reform (FAIR),USA,fake-news,extremeright02,,ER,http://www.fairus.org/
The Economic Times,India,fake-news,rightcenter07,Mixed,RC,http://economictimes.indiatimes.com/
The Free Patriot,,fake-news,extremeright03,Low,ER,http://thefreepatriot.org/
The Free Telegraph,,fake-news,right02,,R,https://freetelegraph.com/
The Gateway Pundit,USA,fake-news,extremeright02,Low,ER,https://www.thegatewaypundit.com/
The Freedom Times,USA,fake-news,extremeright03,Low,ER,https://www.thefreedomtimes.com/
The Horn News,USA,fake-news,extremeright04,,ER,https://thehornnews.com/
The LA Post,USA,fake-news,extremeright03,,ER,https://thelapost.com/
The Last Refuge (Conservative Treehouse),USA,fake-news,extremeright03,Low,ER,https://theconservativetreehouse.com/
The Last Resistance,,fake-news,extremeright02,,ER,https://lastresistance.com/
The Laugh Club,Sweden,fake-news,LowFactual,,,https://www.thelaughclub.net/
The Liberty Daily,USA,fake-news,extremeright05,,ER,thelibertydaily.com
The National Patriot,,fake-news,extremeright04,,ER,http://www.thenationalpatriot.com/
The Liberty Eagle,USA,fake-news,extremeright03,,ER,http://www.thelibertyeagle.com
The Majalla,Saudi Arabia,fake-news,rightcenter07,Mixed,RC,https://eng.majalla.com/
The Millennium Report,USA,fake-news,extremeright03,Low,ER,http://themillenniumreport.com
The National Pulse,USA,fake-news,extremeright04,Mixed,ER,https://thenationalpulse.com/
The News Guru,,fake-news,extremeright02,,ER,https://mynewsguru.com
The New Observer,,fake-news,extremeright01,,ER,http://newobserveronline.com/
The National (UAE),United Arab Emirates (UAE),fake-news,rightcenter08,Mixed,RC,https://www.thenational.ae
The Other 98%,USA,fake-news,left1,,L,https://other98.com
The Peoples Truth,,fake-news,extremeright02,,ER,http://thepeoplestruth.com/
The New York Evening,,fake-news,extremeright02,,ER,http://thenewyorkevening.com/
The Proud Conservative,,fake-news,extremeright03,,ER,http://www.proudcons.com/
The Premium News,,fake-news,extremeright01,,ER,http://thepremiumnews.com/
The Post & Email,USA,fake-news,right01,Mixed,R,https://www.thepostemail.com
The Politics Online,Unknown,fake-news,extremeright03,Low,ER,http://www.thepolitics.online
The Proud Liberal,,fake-news,extremeleft06,,EL,http://theproudliberal.org/
ThePoliticalBrief.com,Unknown,fake-news,extremeright02,VeryLow,ER,https://thepoliticalbrief.com/
The Red Elephants,,fake-news,extremeright01,,ER,http://theredelephants.com/
The Religion of Peace,USA,fake-news,extremeright02,,ER,https://www.thereligionofpeace.com/
The Remnant Magazine,,fake-news,extremeright05,,ER,https://remnantnewspaper.com
The Rightists,,fake-news,,,,http://therightists.com/
The Science Times,USA,fake-news,rightcenter09,Mixed,RC,https://www.sciencetimes.com/
The Right Stuff,USA,fake-news,extremeright01,VeryLow,ER,https://therightstuff.biz/
The Times of America,,fake-news,extremeright03,,ER,http://www.digifection.com/
The Science News Reporter,Pakistan,fake-news,MixedFactual,,,https://www.thescinewsreporter.com
TheSpectator.info,USA,fake-news,extremeright04,VeryLow,ER,https://thespectator.info/
Tehran Times,Iran,fake-news,right08,Mixed,R,https://www.tehrantimes.com/
The Trump Media,,fake-news,extremeright02,,ER,http://thetrumpmedia.com/
The Truth Division,,fake-news,extremeright04,,ER,http://thetruthdivision.com/
The Union Journal,Unknown,fake-news,,Low,,https://theunionjournal.com/
The US Patriot,,fake-news,extremeright03,,ER,http://theuspatriot.com/
The USA Conservative,,fake-news,extremeright02,,ER,http://usa-conservative.com/
The Unz Review,USA,fake-news,extremeright04,Low,ER,http://www.unz.com/
The Washington Sentinel,USA,fake-news,extremeright06,Mixed,ER,https://thewashingtonsentinel.com
The Washington Reporter,USA,fake-news,extremeright05,,ER,https://thewashingtonreporter.com/
The Washington Feed,,fake-news,extremeright04,,ER,http://washingtonfeed.com/
TheBreakingNews,,fake-news,extremeright02,,ER,http://thebreakingnews.today
Think Americana,Unknown,fake-news,extremeright04,,ER,https://thinkamericana.com
Today Breaking News,Panama,fake-news,extremeright02,,ER,https://www.chicagodaily.pro
TooFab,USA,fake-news,left10,Mixed,L,https://toofab.com/
ToddStarnes.com,USA,fake-news,extremeright05,Mixed,ER,https://www.toddstarnes.com/
Today Dispatch,,fake-news,extremeright04,,ER,http://todaydispatch.com/
Top Right News,,fake-news,extremeright02,,ER,http://toprightnews.com
Townhall,USA,fake-news,right04,Mixed,R,https://townhall.com/
TPL News,USA,fake-news,extremeleft04,,EL,http://tplnews.com
Top Topic,Unknown,fake-news,extremeright02,,ER,https://www.toptopic.club
Toronto Today,Canada,fake-news,leftcenter04,Low,LC,https://www.torontotoday.net/
Trending Politics,USA,fake-news,right01,Mixed,R,https://trendingpolitics.com/
Truth Examiner,,fake-news,extremeleft02,,EL,https://www.truthexam.com/
TriggerReset,,fake-news,extremeright02,,ER,https://triggerreset.net
True Blue Scoop,,fake-news,extremeleft04,,EL,https://www.truebluescoop.com
True Viral News,Russia,fake-news,,VeryLow,,https://trueviralnews.com
Trump.News,Unknown,fake-news,extremeright02,,ER,http://trump.news/
Trumpservative News,,fake-news,extremeright02,,ER,http://www.trumpservativenews.info
Truth and Action,USA,fake-news,extremeright03,Low,ER,http://www.truthandaction.org/
QPolitical,,fake-news,extremeright04,Mixed,ER,http://qpolitical.com/
Trump Train News,USA,fake-news,extremeright05,Mixed,ER,https://trumptrainnews.com/
Truth in Media,USA,fake-news,extremeright06,Low,ER,http://truthinmedia.com/
Truth Monitor,,fake-news,extremeright02,,ER,https://www.truthmonitor.com/
Truth Uncensored,,fake-news,extremeright03,,ER,http://truthuncensored.net/
Understanding The Threat,,fake-news,extremeright03,,ER,https://www.understandingthethreat.com/
Uncle Sams Misguided Children,USA,fake-news,extremeright04,,ER,https://news.unclesamsmisguidedchildren.com/
Turning Point USA,USA,fake-news,right02,Low,R,https://www.tpusa.com/
Underground Journalist,,fake-news,extremeleft02,,EL,http://undergroundjournalist.org/
Unique Web Magazine,,fake-news,extremeright03,,ER,http://uniquewebmagazine.com/
US Advisor,,fake-news,extremeright01,,ER,http://ushealthyadvisor.com/
Unite America First,USA,fake-news,extremeright03,Low,ER,https://uniteamericafirst.com/
Universe Politics,,fake-news,extremeright02,,ER,http://universepolitics.com/
US Backlash,USA,fake-news,extremeright01,,ER,https://usbacklash.org/
US Chronicle,USA,fake-news,extremeright02,Low,ER,http://www.uschronicle.com/
US Info News,,fake-news,extremeright02,,ER,http://usinfonews.com/
US Journal Review,,fake-news,extremeright03,,ER,http://usjournalreview.com/
UsLibertyWire.club,Pakistan,fake-news,extremeright01,,ER,https://www.uslibertywire.club
US Liberty Wire,Unknown,fake-news,extremeright04,,ER,https://uslibertywire.com/
US National News,Canada,fake-news,extremeleft03,,EL,http://usnationalnews.org
USA Conservative Report,,fake-news,extremeright02,,ER,http://usaconservativereport.com
USA Dose News,,fake-news,extremeright02,,ER,http://usadosenews.com/
USA Daily Post,,fake-news,extremeright02,,ER,http://usadailypost.us/
USA in Front,,fake-news,extremeright02,,ER,http://usainfront.com
USA is Online,Unknown,fake-news,extremeright02,VeryLow,ER,https://usaisonline.com/
USA News for You,,fake-news,extremeleft02,,EL,http://usanews4u.us/
USANewsToday,,fake-news,extremeright03,,ER,http://usanewstoday.org/
USA News/Politics USA News,,fake-news,extremeright01,,ER,http://politicsusanews.com/
USA Public Life,,fake-news,extremeright02,,ER,http://www.usapubliclife.com
USA Really,Russia,fake-news,right04,VeryLow,R,https://usareally.com
USA World Box,,fake-news,extremeright04,,ER,http://www.usaworldbox.com/
USA Television,,fake-news,,,,http://usa-television.com/
USAFirstInfo,,fake-news,extremeright02,,ER,http://www.usafirstinformation.com/
USA Supreme,,fake-news,extremeright04,,ER,http://www.usasupreme.com/
USAnetwork.info,Unknown,fake-news,extremeright03,VeryLow,ER,https://usanetwork.info
US Postman,,fake-news,extremeright02,,ER,http://uspostman.com/
UsRight Left.com,Unknown,fake-news,extremeright03,,ER,http://usrightleft.com
Vanguard America,,fake-news,extremeright01,,ER,https://bloodandsoil.org/
Vatican Radio,Italy,fake-news,right06,,R,http://en.radiovaticana.va/
Vidmax,,fake-news,extremeright03,,ER,http://vidmax.com/
VDARE,,fake-news,right01,,R,http://www.vdare.com/
Viral Cocaine,Unknown,fake-news,,Low,,https://viralcocaine.com/
Viral Hatch,Unknown,fake-news,,Low,,https://viralhatch.com/
Viral Patriot,,fake-news,extremeright02,,ER,https://theviralpatriot.com/
Voice of Europe,Unknown,fake-news,extremeright03,Low,ER,https://voiceofeurope.com/
Walk With Her,,fake-news,extremeleft04,,EL,http://walkwithher.com/
Washington News Press,Unknown,fake-news,extremeright02,VeryLow,ER,https://fibrohealthnews.com/
WallBuilders,USA,fake-news,extremeright04,,ER,https://wallbuilders.com
Washington Pundit,USA,fake-news,extremeright04,,ER,https://thewashingtonpundit.com
WayneDupree.com,USA,fake-news,extremeright05,Low,ER,https://www.waynedupree.com/
Washington Times,USA,fake-news,rightcenter01,Mixed,RC,https://www.washingtontimes.com/
We Conservative,,fake-news,extremeright01,,ER,http://weconservative.com/
We The People Daily,USA,fake-news,extremeright05,,ER,https://wethepeopledaily.com/
Web Daily,,fake-news,extremeright02,,ER,https://www.webdaily.com/
What’s the Harm,Unknown,fake-news,,Mixed,,http://whatstheharm.net/
Western Sentinel,,fake-news,extremeright02,,ER,http://www.westernsentinel.com/
Winning Democrats,,fake-news,extremeleft01,,EL,http://winningdemocrats.com/
Witherspoon Institute,,fake-news,extremeright05,,ER,https://www.thepublicdiscourse.com/
WikiIslam,,fake-news,,,,http://wikiislam.net
Woke Sloth,USA,fake-news,extremeleft04,,EL,https://wokesloth.com
Women are Human,USA,fake-news,right02,Mixed,R,https://www.womenarehuman.com/
World Net Daily (WND),USA,fake-news,falselink,Low,,https://www.wnd.com/
Women’s Rights News,USA,fake-news,left1,Mixed,L,https://www.facebook.com/WOMENSRIGHTSNEWS/
WorldPolitics News,,fake-news,extremeright02,,ER,http://24wpn.com/
Yes I’m Right,USA,fake-news,extremeright02,,ER,https://yesimright.com/
World News Politics,,fake-news,extremeright04,,ER,https://www.worldnewspolitics.com/
WorldStarHipHop,USA,fake-news,left3,Mixed,L,https://www.worldstarhiphop.com/
YourContent,USA,fake-news,right10,Mixed,R,https://www.yc.news/
ZootFeed,,fake-news,extremeright02,,ER,http://www.zootfeed.com/
Zox (Maga2020.us),Albania,fake-news,,,,http://maga2020.us
BBC,UK,leftcenter,leftcenter11,High,LC,https://www.bbc.co.uk/
Huffington Post (HuffPost),UK,left,left8,Mixed,L,https://www.huffpost.co.uk/
Business Insider,Australia,leftcenter,leftcenter06,High,LC,http://www.businessinsider.com.au/
Gizmodo,Australia,left,left10,High,L,https://gizmodo.com.au/
